"","date","temp","dew_pt","hum","wind_spd","wind_gust","dir","vis","pressure","wind_chill","heat_index","precip","cond","fog","rain","snow","hail","thunder","tornado","airport"
"1",2014-10-01 00:53:00,66,60.1,81,0,NA,"North",10,29.86,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"2",2014-10-01 01:53:00,64.4,62.6,94,3.5,NA,"East",9,29.76,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"3",2014-10-01 02:53:00,64.9,62.1,90,0,NA,"North",9,29.77,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"4",2014-10-01 03:53:00,64.9,63,93,0,NA,"North",9,29.76,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"5",2014-10-01 05:53:00,66,63,90,0,NA,"North",9,29.79,NA,NA,NA,"Overcast",0,0,0,0,0,0,"KLGB"
"6",2014-10-01 06:34:00,62.6,57.2,82,0,NA,"North",10,29.85,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"7",2014-10-01 06:53:00,66.9,62.1,84,4.6,NA,"ESE",10,29.8,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"8",2014-10-01 07:53:00,69.1,63,81,4.6,NA,"Variable",10,29.81,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"9",2014-10-01 08:26:00,69.8,62.6,78,4.6,NA,"ESE",10,29.82,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0,"KLGB"
"10",2014-10-01 08:33:00,69.8,62.6,78,4.6,NA,"East",10,29.82,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"11",2014-10-01 08:53:00,70,63,78,4.6,NA,"ESE",10,29.83,NA,NA,NA,"Overcast",0,0,0,0,0,0,"KLGB"
"12",2014-10-01 09:53:00,71.1,62.1,73,4.6,NA,"South",10,29.83,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"13",2014-10-01 10:00:00,71.6,62.6,73,3.5,NA,"Variable",10,29.83,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"14",2014-10-01 10:08:00,71.6,62.6,73,6.9,NA,"Variable",10,29.83,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0,"KLGB"
"15",2014-10-01 10:53:00,73.9,63,68,4.6,NA,"Variable",10,29.83,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"16",2014-10-01 11:53:00,75,62.1,64,6.9,NA,"SSW",10,29.82,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"17",2014-10-01 12:53:00,75.9,61,60,4.6,NA,"South",10,29.8,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"18",2014-10-01 13:53:00,75.9,62.1,62,6.9,NA,"South",10,29.78,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"19",2014-10-01 14:53:00,78.1,61,56,8.1,NA,"South",10,29.77,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"20",2014-10-01 15:53:00,77,61,58,6.9,NA,"South",10,29.77,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"21",2014-10-01 16:53:00,78.1,63,60,10.4,NA,"NW",10,29.78,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"22",2014-10-01 17:53:00,73.9,62.1,66,9.2,NA,"WNW",10,29.79,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"23",2014-10-01 18:53:00,72,62.1,71,5.8,NA,"NW",10,29.8,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"24",2014-10-01 19:53:00,71.1,62.1,73,0,NA,"North",10,29.82,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"25",2014-10-01 20:53:00,70,63,78,5.8,NA,"WNW",10,29.85,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"26",2014-10-01 21:53:00,69.1,63,81,0,NA,"North",10,29.86,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"27",2014-10-01 22:53:00,69.1,63,81,0,NA,"North",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"28",2014-10-01 23:53:00,68,63,84,3.5,NA,"NW",10,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"29",2014-10-02 00:53:00,66.9,63,87,0,NA,"North",10,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"30",2014-10-02 01:53:00,66.9,62.1,84,0,NA,"North",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"31",2014-10-02 02:53:00,66,62.1,87,5.8,NA,"NW",9,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"32",2014-10-02 03:53:00,66,62.1,87,5.8,NA,"WNW",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"33",2014-10-02 04:53:00,64.9,62.1,90,0,NA,"North",9,29.78,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0,"KLGB"
"34",2014-10-02 05:24:00,64.4,62.6,94,0,NA,"North",9,29.78,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"35",2014-10-02 05:53:00,64,59,84,5.8,NA,"NW",10,29.9,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"36",2014-10-02 06:53:00,64,57.9,80,6.9,NA,"NW",10,29.91,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"37",2014-10-02 07:53:00,66.9,57.9,73,4.6,NA,"WNW",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"38",2014-10-02 08:53:00,75,55,50,4.6,NA,"NW",10,29.95,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"39",2014-10-02 09:53:00,82.9,51.1,33,6.9,NA,"NW",10,29.96,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"40",2014-10-02 10:53:00,91.9,30.9,11,4.6,NA,"NE",10,29.95,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"41",2014-10-02 11:53:00,96.1,27,9,8.1,NA,"NNE",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"42",2014-10-02 12:53:00,97,24.1,7,5.8,NA,"NE",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"43",2014-10-02 13:53:00,98.1,34,11,0,NA,"North",10,29.89,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"44",2014-10-02 14:53:00,96.1,30,10,6.9,NA,"SW",10,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"45",2014-10-02 15:53:00,97,30.9,10,6.9,NA,"WSW",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"46",2014-10-02 16:53:00,95,36,13,12.7,NA,"WNW",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"47",2014-10-02 17:53:00,89.1,39.9,18,9.2,NA,"WNW",10,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"48",2014-10-02 18:53:00,84,44.1,25,8.1,NA,"WNW",10,29.89,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"49",2014-10-02 19:53:00,80.1,46.9,31,6.9,NA,"WNW",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"50",2014-10-02 20:53:00,78.1,48,35,3.5,NA,"NNE",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"51",2014-10-02 21:53:00,75,48.9,40,0,NA,"North",10,29.95,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"52",2014-10-02 22:53:00,73.9,48,40,0,NA,"North",10,29.96,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"53",2014-10-02 23:53:00,72,48.9,44,0,NA,"North",10,29.96,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"54",2014-10-03 00:53:00,70,48.9,47,0,NA,"North",10,29.96,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"55",2014-10-03 01:53:00,68,46.9,47,0,NA,"North",10,29.97,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"56",2014-10-03 02:53:00,68,46,45,0,NA,"North",10,29.96,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"57",2014-10-03 03:53:00,66,45,47,0,NA,"North",10,29.97,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"58",2014-10-03 04:53:00,66,46.9,50,0,NA,"North",10,29.98,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"59",2014-10-03 05:53:00,64.4,44.6,49,0,NA,"North",10,29.99,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"60",2014-10-03 06:53:00,64.9,39.9,40,3.5,NA,"WNW",10,30,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"61",2014-10-03 07:53:00,69.1,41,36,3.5,NA,"NW",10,30.01,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"62",2014-10-03 08:53:00,75.9,37,24,0,NA,"North",10,30.02,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"63",2014-10-03 09:53:00,82.4,35.6,19,3.5,NA,"NNW",10,30.02,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"64",2014-10-03 10:53:00,91,30,11,3.5,NA,"Variable",10,30.01,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"65",2014-10-03 11:53:00,95,25,8,3.5,NA,"Variable",10,30,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"66",2014-10-03 12:53:00,97,24.1,7,3.5,NA,"WNW",10,29.98,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"67",2014-10-03 13:53:00,99,24.1,7,5.8,NA,"NW",10,29.96,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"68",2014-10-03 14:53:00,98.1,23,7,11.5,NA,"WNW",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"69",2014-10-03 15:53:00,96.1,32,10,13.8,NA,"WNW",10,29.93,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"70",2014-10-03 16:53:00,93,42.1,17,11.5,NA,"NW",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"71",2014-10-03 17:53:00,86,37.9,18,12.7,NA,"WNW",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"72",2014-10-03 18:53:00,82,39,22,10.4,NA,"NW",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"73",2014-10-03 20:53:00,78.1,46,32,5.8,NA,"WNW",10,29.93,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"74",2014-10-03 21:53:00,75,46.9,37,4.6,NA,"East",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"75",2014-10-03 22:53:00,73.9,50,43,0,NA,"North",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"76",2014-10-03 23:53:00,72,51.1,48,3.5,NA,"NNW",10,29.95,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"77",2014-10-04 00:53:00,71.1,52,51,0,NA,"North",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"78",2014-10-04 01:53:00,69.1,51.1,53,0,NA,"North",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"79",2014-10-04 02:53:00,68,52,56,0,NA,"North",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"80",2014-10-04 03:53:00,66,52,60,0,NA,"North",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"81",2014-10-04 04:53:00,64,51.1,63,0,NA,"North",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"82",2014-10-04 05:53:00,63,51.1,65,0,NA,"North",10,29.93,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"83",2014-10-04 06:53:00,62.1,51.1,67,0,NA,"North",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"84",2014-10-04 07:53:00,66.9,48,51,0,NA,"North",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"85",2014-10-04 08:21:00,69.8,44.6,40,0,NA,"North",10,29.95,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0,"KLGB"
"86",2014-10-04 08:53:00,72,44.1,37,0,NA,"North",10,29.95,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"87",2014-10-04 09:53:00,80.1,46,30,0,NA,"North",10,29.95,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"88",2014-10-04 10:53:00,88,45,22,0,NA,"North",10,29.94,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"89",2014-10-04 11:53:00,88,55,32,5.8,NA,"SSE",10,29.92,NA,86.1,NA,"Clear",0,0,0,0,0,0,"KLGB"
"90",2014-10-04 12:53:00,87.1,52,30,6.9,NA,"South",10,29.91,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"91",2014-10-04 13:53:00,89.1,46.9,23,6.9,NA,"South",10,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"92",2014-10-04 14:53:00,91.9,39,16,6.9,NA,"SSW",10,29.86,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"93",2014-10-04 15:53:00,86,54,33,10.4,NA,"SSW",10,29.84,NA,84.2,NA,"Clear",0,0,0,0,0,0,"KLGB"
"94",2014-10-04 16:53:00,82.4,64.4,54,6.9,NA,"South",10,29.84,NA,83.9,NA,"Clear",0,0,0,0,0,0,"KLGB"
"95",2014-10-04 17:53:00,80.1,64.9,60,3.5,NA,"SSE",10,29.84,NA,81.9,NA,"Clear",0,0,0,0,0,0,"KLGB"
"96",2014-10-04 18:53:00,78.1,64.9,64,4.6,NA,"SE",10,29.85,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"97",2014-10-04 19:53:00,75,66,73,5.8,NA,"SE",10,29.86,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"98",2014-10-04 20:53:00,73,64,73,4.6,NA,"ESE",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"99",2014-10-04 21:53:00,72,66.9,84,4.6,NA,"SSE",10,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"100",2014-10-04 22:53:00,72,64.9,78,3.5,NA,"SSE",10,29.89,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"101",2014-10-04 23:53:00,71.1,68,90,3.5,NA,"SSE",9,29.9,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0,"KLGB"
"102",2014-10-05 00:15:00,71.6,69.8,94,4.6,NA,"SSE",6,29.9,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"103",2014-10-05 00:45:00,69.8,69.8,100,4.6,NA,"South",8,29.9,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0,"KLGB"
"104",2014-10-05 00:53:00,70,68,93,8.1,NA,"SSE",6,29.9,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0,"KLGB"
"105",2014-10-05 01:00:00,69.8,68,94,5.8,NA,"SSE",4,29.9,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"106",2014-10-05 01:12:00,69.8,69.8,100,5.8,NA,"SE",2.5,29.9,NA,NA,NA,"Overcast",0,0,0,0,0,0,"KLGB"
"107",2014-10-05 01:25:00,69.8,68,94,4.6,NA,"SSE",5,29.9,NA,NA,NA,"Overcast",0,0,0,0,0,0,"KLGB"
"108",2014-10-05 01:53:00,69.1,66.9,93,0,NA,"North",7,29.9,NA,NA,NA,"Overcast",0,0,0,0,0,0,"KLGB"
"109",2014-10-05 02:42:00,68,66.2,94,0,NA,"North",5,29.89,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0,"KLGB"
"110",2014-10-05 02:53:00,68,66,93,0,NA,"North",5,29.89,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0,"KLGB"
"111",2014-10-05 03:38:00,66.2,66.2,100,0,NA,"North",1.8,29.88,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0,"KLGB"
"112",2014-10-05 03:42:00,66.2,66.2,100,0,NA,"North",1,29.88,NA,NA,NA,"Mist",0,0,0,0,0,0,"KLGB"
"113",2014-10-05 03:53:00,66.9,66,97,0,NA,"North",2,29.88,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"114",2014-10-05 04:01:00,66.2,66.2,100,0,NA,"North",1.2,29.88,NA,NA,NA,"Overcast",0,0,0,0,0,0,"KLGB"
"115",2014-10-05 04:11:00,66.2,66.2,100,0,NA,"North",0.5,29.87,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"116",2014-10-05 04:24:00,66.2,66.2,100,0,NA,"North",1.5,29.88,NA,NA,NA,"Overcast",0,0,0,0,0,0,"KLGB"
"117",2014-10-05 04:38:00,66.2,66.2,100,0,NA,"North",0.8,29.87,NA,NA,NA,"Overcast",0,0,0,0,0,0,"KLGB"
"118",2014-10-05 04:49:00,66.2,66.2,100,0,NA,"North",0.2,29.88,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"119",2014-10-05 04:53:00,66,66,100,0,NA,"North",0.2,29.88,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"120",2014-10-05 05:02:00,66.2,66.2,100,0,NA,"North",0.2,29.88,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"121",2014-10-05 05:53:00,64.9,64.9,100,0,NA,"North",0.2,29.88,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"122",2014-10-05 06:53:00,64,64,100,0,NA,"North",0.2,29.89,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"123",2014-10-05 07:53:00,64.9,64.9,100,0,NA,"North",0.2,29.9,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"124",2014-10-05 08:27:00,66.2,66.2,100,0,NA,"North",0.2,29.91,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"125",2014-10-05 08:33:00,66.2,66.2,100,0,NA,"North",1,29.91,NA,NA,NA,"Mist",0,0,0,0,0,0,"KLGB"
"126",2014-10-05 08:35:00,66.2,66.2,100,0,NA,"North",10,29.91,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0,"KLGB"
"127",2014-10-05 08:53:00,66.9,61,81,0,NA,"North",10,29.91,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"128",2014-10-05 09:53:00,78.1,57.9,50,0,NA,"North",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"129",2014-10-05 10:53:00,84.2,48.2,29,0,NA,"North",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"130",2014-10-05 11:53:00,86,45,24,6.9,NA,"SW",10,29.9,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"131",2014-10-05 12:53:00,84,43,24,8.1,NA,"SSW",10,29.89,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"132",2014-10-05 13:53:00,82.9,46,27,8.1,NA,"South",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"133",2014-10-05 14:53:00,84,46.9,27,6.9,NA,"SSW",10,29.85,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"134",2014-10-05 15:53:00,84.9,46.9,27,5.8,NA,"South",10,29.83,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"135",2014-10-05 16:53:00,82,60.1,47,5.8,NA,"South",10,29.83,NA,82.4,NA,"Clear",0,0,0,0,0,0,"KLGB"
"136",2014-10-05 17:53:00,77,64.9,66,4.6,NA,"South",10,29.83,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"137",2014-10-05 18:53:00,73.9,63,68,4.6,NA,"South",10,29.85,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"138",2014-10-05 19:53:00,72,66.9,84,6.9,NA,"South",10,29.86,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"139",2014-10-05 20:53:00,71.1,68,90,0,NA,"North",9,29.89,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"140",2014-10-05 21:33:00,71.6,69.8,94,8.1,NA,"SE",8,29.9,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0,"KLGB"
"141",2014-10-05 21:50:00,69.8,69.8,100,6.9,NA,"South",6,29.9,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"142",2014-10-05 21:53:00,70,69.1,97,5.8,NA,"South",2.5,29.91,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"143",2014-10-05 22:29:00,71.6,69.8,94,3.5,NA,"SSW",2.5,29.91,NA,NA,NA,"Overcast",0,0,0,0,0,0,"KLGB"
"144",2014-10-05 22:45:00,71.6,68,88,0,NA,"North",2.5,29.91,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0,"KLGB"
"145",2014-10-05 22:53:00,71.1,68,90,0,NA,"North",2.5,29.91,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0,"KLGB"
"146",2014-10-05 23:00:00,69.8,68,94,0,NA,"North",7,29.91,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0,"KLGB"
"147",2014-10-05 23:12:00,71.6,69.8,94,3.5,NA,"SE",6,29.91,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"148",2014-10-05 23:53:00,70,68,93,0,NA,"North",6,29.91,NA,NA,NA,"Mostly Cloudy",0,0,0,0,0,0,"KLGB"
"149",2014-10-06 00:05:00,69.8,68,94,0,NA,"North",5,29.9,NA,NA,NA,"Scattered Clouds",0,0,0,0,0,0,"KLGB"
"150",2014-10-06 00:53:00,69.1,66.9,93,3.5,NA,"NNE",5,29.9,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"151",2014-10-06 01:53:00,69.1,66.9,93,0,NA,"North",4,29.89,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"152",2014-10-06 02:53:00,68,64.9,90,0,NA,"North",4,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"153",2014-10-06 03:53:00,66.9,64.9,93,0,NA,"North",4,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"154",2014-10-06 04:53:00,64,63,96,0,NA,"North",4,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"155",2014-10-06 05:32:00,62.6,60.8,94,0,NA,"North",1.2,29.89,NA,NA,NA,"Partly Cloudy",0,0,0,0,0,0,"KLGB"
"156",2014-10-06 05:34:00,60.8,60.8,100,3.5,NA,"ENE",0.5,29.89,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"157",2014-10-06 05:39:00,60.8,60.8,100,0,NA,"North",0.2,29.89,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"158",2014-10-06 05:45:00,62.6,62.6,100,0,NA,"North",0.5,29.89,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"159",2014-10-06 05:53:00,62.1,62.1,100,0,NA,"North",0.2,29.89,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"160",2014-10-06 06:00:00,62.6,62.6,100,0,NA,"North",0.2,29.89,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"161",2014-10-06 06:17:00,62.6,60.8,94,0,NA,"North",0.5,29.89,NA,NA,NA,"Fog",1,0,0,0,0,0,"KLGB"
"162",2014-10-06 06:22:00,62.6,62.6,100,0,NA,"North",2,29.89,NA,NA,NA,"Mist",0,0,0,0,0,0,"KLGB"
"163",2014-10-06 06:29:00,62.6,60.8,94,0,NA,"North",3,29.89,NA,NA,NA,"Mist",0,0,0,0,0,0,"KLGB"
"164",2014-10-06 06:53:00,61,60.1,97,0,NA,"North",8,29.9,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"165",2014-10-06 07:53:00,66,61,84,0,NA,"North",7,29.9,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"166",2014-10-06 08:53:00,71.1,55,57,0,NA,"North",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"167",2014-10-06 09:53:00,78.1,51.1,39,0,NA,"North",10,29.92,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"168",2014-10-06 10:53:00,84,44.1,25,0,NA,"North",10,29.9,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"169",2014-10-06 11:53:00,87.1,37,17,0,NA,"North",10,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"170",2014-10-06 12:53:00,87.1,43,21,8.1,NA,"South",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"171",2014-10-06 13:53:00,86,44.1,23,8.1,NA,"SSW",10,29.85,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"172",2014-10-06 14:53:00,84,41,22,10.4,NA,"SW",10,29.83,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"173",2014-10-06 15:53:00,84,42.1,23,6.9,NA,"South",10,29.82,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"174",2014-10-06 16:53:00,84,44.1,25,4.6,NA,"South",10,29.81,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"175",2014-10-06 17:53:00,82,55.9,41,8.1,NA,"NW",10,29.82,NA,81.6,NA,"Clear",0,0,0,0,0,0,"KLGB"
"176",2014-10-06 18:53:00,75.9,57.9,54,8.1,NA,"NW",10,29.83,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"177",2014-10-06 19:53:00,73.9,59,59,0,NA,"North",10,29.84,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"178",2014-10-06 20:53:00,73,55.9,55,3.5,NA,"NW",10,29.86,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"179",2014-10-06 21:53:00,72,57,59,3.5,NA,"NW",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"180",2014-10-06 22:53:00,71.1,63,75,3.5,NA,"NW",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"181",2014-10-06 23:53:00,69.1,64.9,87,4.6,NA,"WNW",10,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"182",2014-10-07 00:53:00,69.1,64.9,87,0,NA,"North",10,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"183",2014-10-07 01:53:00,69.1,64.9,87,0,NA,"North",10,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"184",2014-10-07 02:53:00,68,64.9,90,0,NA,"North",7,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"185",2014-10-07 03:53:00,66,63,90,0,NA,"North",6,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"186",2014-10-07 04:53:00,66.2,62.6,88,0,NA,"North",6,29.87,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
"187",2014-10-07 05:53:00,64.9,63,93,0,NA,"North",8,29.88,NA,NA,NA,"Clear",0,0,0,0,0,0,"KLGB"
